WKT,name,group
"GEOMETRYCOLLECTION (POLYGON ((-0.279786 51.527362, -0.278629 51.527826, -0.277923 51.527208, -0.277625 51.526317, -0.27633 51.526766, -0.276226 51.52676, -0.275469 51.526447, -0.27435 51.526798, -0.273596 51.52588, -0.273217 51.525823, -0.271937 51.526701, -0.271309 51.526711, -0.270552 51.526258, -0.270269 51.526199, -0.270256 51.526172, -0.269193 51.525361, -0.267905 51.525379, -0.267864 51.525395, -0.267644 51.525333, -0.266886 51.525405, -0.266372 51.525198, -0.265857 51.525299, -0.265267 51.524992, -0.264697 51.524098, -0.263375 51.5242, -0.263314 51.524233, -0.263274 51.524275, -0.26228 51.524559, -0.261759 51.524979, -0.260394 51.524638, -0.260121 51.524727, -0.259255 51.524694, -0.258593 51.524326, -0.258403 51.524305, -0.258017 51.523588, -0.257459 51.523192, -0.256916 51.523043, -0.255303 51.523569, -0.254723 51.522363, -0.254304 51.522351, -0.252894 51.522015, -0.252658 51.521917, -0.249234 51.523662, -0.249227 51.523661, -0.249102 51.523596, -0.248053 51.523347, -0.248043 51.52333, -0.246155 51.521927, -0.245534 51.52163, -0.244999 51.52142, -0.241987 51.521005, -0.239888 51.522383, -0.237775 51.521858, -0.237402 51.521676, -0.236388 51.521831, -0.235536 51.521497, -0.230897 51.521825, -0.230782 51.521953, -0.232342 51.525789, -0.231229 51.527547, -0.231121 51.527534, -0.228978 51.526683, -0.227355 51.527463, -0.226063 51.527339, -0.224903 51.52736, -0.224741 51.527387, -0.224078 51.527232, -0.223806 51.527225, -0.223584 51.527181, -0.223255 51.527203, -0.221728 51.527014, -0.221341 51.526891, -0.220408 51.526866, -0.220279 51.526806, -0.218901 51.527396, -0.218487 51.5277, -0.217552 51.527806, -0.217379 51.528029, -0.217328 51.528058, -0.21651 51.528196, -0.21627 51.528092, -0.216126 51.528155, -0.216097 51.528565, -0.21618 51.528741, -0.216474 51.528832, -0.216515 51.52898, -0.216454 51.529255, -0.216033 51.529564, -0.215995 51.52955, -0.215791 51.52956, -0.215658 51.530097, -0.215733 51.530243, -0.215714 51.530608, -0.215792 51.530857, -0.216215 51.530623, -0.216728 51.530826, -0.216827 51.530822, -0.216828 51.530839, -0.216502 51.531646, -0.216511 51.531678, -0.216932 51.531754, -0.217035 51.531819, -0.217249 51.532594, -0.217204 51.532965, -0.217439 51.533185, -0.21756 51.533443, -0.217839 51.533548, -0.218442 51.534347, -0.218482 51.534925, -0.218288 51.535101, -0.218124 51.535551, -0.217233 51.535977, -0.217224 51.535976, -0.217011 51.535877, -0.216492 51.535881, -0.215752 51.536827, -0.215159 51.536243, -0.214446 51.536341, -0.214802 51.537723, -0.215211 51.537901, -0.215377 51.538428, -0.216464 51.538848, -0.216893 51.539392, -0.217807 51.539529, -0.218012 51.539422, -0.218617 51.539484, -0.219674 51.539856, -0.219902 51.540726, -0.221009 51.540928, -0.221919 51.540554, -0.221926 51.540558, -0.22239 51.54117, -0.222292 51.542213, -0.22318 51.542618, -0.223403 51.542483, -0.2242 51.542403, -0.224217 51.542411, -0.22483 51.542151, -0.225177 51.542437, -0.225514 51.542878, -0.226094 51.542163, -0.2264 51.542389, -0.226396 51.543529, -0.226532 51.543622, -0.226476 51.544652, -0.227513 51.54495, -0.227491 51.545673, -0.228428 51.545921, -0.228235 51.546715, -0.228021 51.546709, -0.227331 51.547039, -0.227313 51.547042, -0.226609 51.546675, -0.226562 51.546421, -0.225579 51.546241, -0.22493 51.546724, -0.22507 51.547095, -0.224957 51.547296, -0.224325 51.547668, -0.224306 51.547883, -0.224634 51.548199, -0.224813 51.548283, -0.224909 51.548234, -0.224944 51.548179, -0.22558 51.547787, -0.225662 51.547827, -0.226442 51.547239, -0.226584 51.547869, -0.227312 51.548102, -0.227389 51.548332, -0.228134 51.548293, -0.228263 51.547904, -0.227671 51.547774, -0.227994 51.54742, -0.228225 51.547376, -0.228433 51.547735, -0.228906 51.547801, -0.229069 51.54774, -0.229085 51.547654, -0.229657 51.547326, -0.229839 51.547406, -0.230019 51.547115, -0.230366 51.547173, -0.23057 51.547387, -0.230783 51.547375, -0.230963 51.547549, -0.231379 51.547677, -0.23169 51.547439, -0.232198 51.547706, -0.232577 51.547609, -0.232587 51.547614, -0.232702 51.547745, -0.233056 51.547846, -0.233422 51.547777, -0.233563 51.547899, -0.234276 51.547505, -0.234281 51.547496, -0.234481 51.54741, -0.23463 51.547492, -0.234637 51.5475, -0.23469 51.54761, -0.235335 51.548019, -0.235539 51.547813, -0.23568 51.547814, -0.235982 51.547949, -0.236625 51.547622, -0.236685 51.547819, -0.236651 51.548396, -0.237312 51.54815, -0.237326 51.548492, -0.237409 51.548594, -0.237742 51.548709, -0.237799 51.548654, -0.238378 51.54885, -0.238274 51.549195, -0.238649 51.54944, -0.238735 51.549521, -0.238811 51.549863, -0.238838 51.54989, -0.239008 51.549949, -0.239245 51.550142, -0.239342 51.550175, -0.239709 51.55052, -0.240304 51.550212, -0.240434 51.550203, -0.24054 51.550268, -0.240641 51.551079, -0.240776 51.551275, -0.240476 51.551552, -0.240356 51.551991, -0.240339 51.552203, -0.24019 51.552339, -0.239572 51.552421, -0.239259 51.552585, -0.239156 51.552512, -0.238808 51.551873, -0.238396 51.551736, -0.237563 51.552151, -0.237131 51.551396, -0.236006 51.551625, -0.235769 51.551274, -0.235722 51.551234, -0.234692 51.55152, -0.234507 51.551219, -0.234162 51.55099, -0.233532 51.551215, -0.233101 51.551753, -0.232636 51.550882, -0.232426 51.550779, -0.231722 51.550969, -0.231568 51.550757, -0.231144 51.550597, -0.231069 51.550619, -0.230665 51.550474, -0.230378 51.550477, -0.230357 51.550483, -0.229926 51.550859, -0.229475 51.550242, -0.229241 51.550168, -0.229067 51.550253, -0.228634 51.550159, -0.22803 51.550348, -0.227791 51.550645, -0.228404 51.551103, -0.228497 51.551648, -0.228834 51.551887, -0.228924 51.552285, -0.228792 51.552512, -0.229437 51.553359, -0.229423 51.553434, -0.229619 51.553714, -0.229474 51.554506, -0.229784 51.554525, -0.230478 51.555034, -0.230652 51.556677, -0.230888 51.556647, -0.232753 51.557054, -0.2329 51.557144, -0.233156 51.557251, -0.234367 51.557286, -0.235309 51.557765, -0.23543 51.557789, -0.236382 51.557497, -0.237067 51.557549, -0.23708 51.557552, -0.238201 51.557898, -0.238818 51.557853, -0.239206 51.557882, -0.23964 51.557769, -0.241066 51.558225, -0.241372 51.558762, -0.241452 51.558806, -0.243673 51.559259, -0.243817 51.559332, -0.243862 51.559321, -0.244386 51.558649, -0.245467 51.559043, -0.245668 51.558424, -0.246073 51.557861, -0.246414 51.557865, -0.246674 51.55815, -0.247857 51.558556, -0.247883 51.558573, -0.248138 51.558423, -0.248926 51.558703, -0.249032 51.559257, -0.249712 51.559346, -0.249711 51.559519, -0.250021 51.560116, -0.250057 51.56014, -0.250454 51.559961, -0.251094 51.560495, -0.251269 51.560828, -0.251505 51.560975, -0.251579 51.560965, -0.251841 51.560699, -0.251985 51.56043, -0.252846 51.560463, -0.253077 51.56058, -0.253205 51.560531, -0.253582 51.560661, -0.253685 51.560799, -0.253672 51.56111, -0.254252 51.561242, -0.254248 51.561379, -0.253421 51.56203, -0.25327 51.562018, -0.25319 51.562038, -0.252983 51.562246, -0.252901 51.562518, -0.252312 51.562934, -0.252689 51.564797, -0.252695 51.564977, -0.252625 51.565461, -0.252321 51.566697, -0.252627 51.567944, -0.253325 51.56795, -0.255088 51.568795, -0.257271 51.566697, -0.258488 51.566912, -0.259039 51.566489, -0.259212 51.566486, -0.259446 51.565493, -0.260322 51.565029, -0.260501 51.564315, -0.260627 51.564144, -0.260611 51.563742, -0.260933 51.563064, -0.261404 51.562836, -0.262108 51.562254, -0.262195 51.56226, -0.263129 51.561911, -0.263463 51.561544, -0.263843 51.561488, -0.264806 51.560842, -0.265405 51.559985, -0.265515 51.559662, -0.265568 51.559192, -0.266688 51.558611, -0.267063 51.556486, -0.266845 51.556292, -0.265967 51.553936, -0.266173 51.553377, -0.266649 51.553109, -0.2672 51.552145, -0.267691 51.551993, -0.268656 51.55079, -0.268681 51.55043, -0.268711 51.550283, -0.268623 51.549631, -0.268681 51.549554, -0.269115 51.549315, -0.269923 51.548254, -0.270406 51.547251, -0.270426 51.546973, -0.271137 51.546641, -0.271321 51.546141, -0.272316 51.545005, -0.272605 51.544528, -0.272584 51.543947, -0.272925 51.543402, -0.273958 51.542723, -0.274783 51.544533, -0.276249 51.544488, -0.277161 51.543539, -0.277656 51.543647, -0.277897 51.543616, -0.278777 51.541343, -0.279554 51.541234, -0.279982 51.541034, -0.280241 51.540443, -0.28149 51.539967, -0.281503 51.539894, -0.282268 51.538531, -0.28357 51.539069, -0.284136 51.539018, -0.284284 51.53873, -0.285042 51.538194, -0.285144 51.536908, -0.285154 51.536889, -0.286573 51.537335, -0.286957 51.536518, -0.287818 51.53677, -0.288667 51.535874, -0.288711 51.535348, -0.289177 51.535211, -0.290042 51.535803, -0.290716 51.535738, -0.291085 51.535264, -0.291591 51.535255, -0.29177 51.535124, -0.292606 51.534854, -0.292167 51.533588, -0.29242 51.533373, -0.29246 51.533312, -0.292354 51.532566, -0.293712 51.532254, -0.293753 51.531983, -0.293224 51.531569, -0.292298 51.531986, -0.291851 51.531642, -0.291878 51.531348, -0.292076 51.531136, -0.291897 51.529929, -0.291887 51.529927, -0.291233 51.530096, -0.29019 51.529381, -0.289746 51.529517, -0.289364 51.529763, -0.28808 51.529251, -0.287159 51.529481, -0.286378 51.528946, -0.286153 51.528964, -0.284863 51.528575, -0.284709 51.528457, -0.284074 51.528347, -0.283326 51.52859, -0.282379 51.528332, -0.281955 51.527943, -0.280462 51.528297, -0.279786 51.527362)), POLYGON ((-0.285316 51.547226, -0.285827 51.546691, -0.285746 51.54648, -0.285719 51.546438, -0.285108 51.545908, -0.28412 51.545313, -0.28307 51.545432, -0.281389 51.545173, -0.281311 51.545193, -0.281299 51.545462, -0.282169 51.547718, -0.283189 51.54822, -0.283219 51.548187, -0.285316 51.547226)), POLYGON ((-0.288763 51.549576, -0.289882 51.548136, -0.289184 51.546963, -0.287844 51.546708, -0.286385 51.547056, -0.28641 51.54712, -0.288763 51.549576)), POLYGON ((-0.257844 51.520507, -0.258022 51.520628, -0.258529 51.520658, -0.258732 51.520517, -0.259147 51.51964, -0.259023 51.51923, -0.259014 51.519224, -0.257611 51.520243, -0.257844 51.520507)))",NW10,NW
"GEOMETRYCOLLECTION (POLYGON ((-0.24019 51.552339, -0.240339 51.552203, -0.240356 51.551991, -0.240476 51.551552, -0.240776 51.551275, -0.240641 51.551079, -0.24054 51.550268, -0.240434 51.550203, -0.240304 51.550212, -0.239709 51.55052, -0.239342 51.550175, -0.239245 51.550142, -0.239008 51.549949, -0.238838 51.54989, -0.238811 51.549863, -0.238735 51.549521, -0.238649 51.54944, -0.238274 51.549195, -0.238378 51.54885, -0.237799 51.548654, -0.237742 51.548709, -0.237409 51.548594, -0.237326 51.548492, -0.237312 51.54815, -0.236651 51.548396, -0.236685 51.547819, -0.236625 51.547622, -0.235982 51.547949, -0.23568 51.547814, -0.235539 51.547813, -0.235335 51.548019, -0.23469 51.54761, -0.234637 51.5475, -0.23463 51.547492, -0.234481 51.54741, -0.234281 51.547496, -0.234276 51.547505, -0.233563 51.547899, -0.233422 51.547777, -0.233056 51.547846, -0.232702 51.547745, -0.232587 51.547614, -0.232577 51.547609, -0.232198 51.547706, -0.23169 51.547439, -0.231379 51.547677, -0.230963 51.547549, -0.230783 51.547375, -0.23057 51.547387, -0.230366 51.547173, -0.230019 51.547115, -0.229839 51.547406, -0.229657 51.547326, -0.229085 51.547654, -0.229069 51.54774, -0.228906 51.547801, -0.228433 51.547735, -0.228225 51.547376, -0.227994 51.54742, -0.227671 51.547774, -0.228263 51.547904, -0.228134 51.548293, -0.227389 51.548332, -0.227312 51.548102, -0.226584 51.547869, -0.226442 51.547239, -0.225662 51.547827, -0.22558 51.547787, -0.224944 51.548179, -0.224909 51.548234, -0.224813 51.548283, -0.224634 51.548199, -0.224306 51.547883, -0.224325 51.547668, -0.224957 51.547296, -0.22507 51.547095, -0.22493 51.546724, -0.225579 51.546241, -0.226562 51.546421, -0.226609 51.546675, -0.227313 51.547042, -0.227331 51.547039, -0.228021 51.546709, -0.228235 51.546715, -0.228428 51.545921, -0.227491 51.545673, -0.227513 51.54495, -0.226476 51.544652, -0.226532 51.543622, -0.226396 51.543529, -0.2264 51.542389, -0.226094 51.542163, -0.225514 51.542878, -0.225177 51.542437, -0.22483 51.542151, -0.224217 51.542411, -0.2242 51.542403, -0.223403 51.542483, -0.22318 51.542618, -0.223057 51.543439, -0.222958 51.543627, -0.221835 51.543308, -0.221222 51.544547, -0.221207 51.544563, -0.221445 51.545251, -0.22148 51.545304, -0.221282 51.545638, -0.220672 51.546217, -0.220384 51.546211, -0.219946 51.546025, -0.219744 51.545798, -0.219739 51.545746, -0.219668 51.545603, -0.218787 51.545388, -0.218552 51.5455, -0.218474 51.545742, -0.218233 51.545925, -0.217394 51.545814, -0.217158 51.545298, -0.216831 51.545266, -0.216433 51.546176, -0.215996 51.54603, -0.215839 51.54584, -0.215196 51.545906, -0.215083 51.54614, -0.214416 51.546217, -0.214078 51.545559, -0.214025 51.545535, -0.213945 51.54551, -0.21384 51.545274, -0.213459 51.545002, -0.213117 51.545002, -0.212965 51.544876, -0.212888 51.544879, -0.212243 51.545462, -0.212038 51.54543, -0.211794 51.545484, -0.211159 51.545013, -0.211093 51.545065, -0.209876 51.544974, -0.209815 51.545347, -0.209588 51.545726, -0.20924 51.545689, -0.209102 51.545768, -0.208266 51.545859, -0.208192 51.54576, -0.207372 51.54558, -0.207164 51.546003, -0.20632 51.546282, -0.206235 51.546153, -0.205181 51.546072, -0.205027 51.546861, -0.20501 51.546865, -0.204973 51.546853, -0.20396 51.547098, -0.203792 51.546746, -0.203444 51.546801, -0.203093 51.547108, -0.202844 51.547119, -0.202601 51.547358, -0.202497 51.547622, -0.201758 51.547577, -0.201571 51.548252, -0.201727 51.548439, -0.201615 51.548829, -0.201927 51.549421, -0.202251 51.549581, -0.202228 51.550361, -0.202298 51.550443, -0.203426 51.550891, -0.203464 51.550932, -0.203314 51.551253, -0.202918 51.551738, -0.202682 51.551851, -0.202409 51.551888, -0.201989 51.552369, -0.201977 51.552436, -0.202439 51.552892, -0.202764 51.553038, -0.202776 51.55305, -0.20303 51.553144, -0.203215 51.553166, -0.203096 51.554154, -0.202623 51.553731, -0.202515 51.553759, -0.202381 51.55387, -0.202237 51.554113, -0.202128 51.554407, -0.20201 51.554885, -0.201881 51.555686, -0.201739 51.555939, -0.201708 51.556041, -0.20156 51.556103, -0.200725 51.556134, -0.200121 51.556384, -0.199956 51.556377, -0.198945 51.556034, -0.198443 51.556016, -0.197999 51.556264, -0.197805 51.556447, -0.196833 51.55679, -0.196826 51.556799, -0.196735 51.556986, -0.196587 51.557097, -0.196054 51.557618, -0.195963 51.557735, -0.195972 51.557885, -0.197053 51.558234, -0.196928 51.558802, -0.197243 51.559312, -0.197092 51.559691, -0.196699 51.560011, -0.19669 51.560013, -0.196332 51.560427, -0.196284 51.560428, -0.195519 51.560735, -0.194928 51.560531, -0.194849 51.560634, -0.194632 51.560635, -0.193655 51.561269, -0.193314 51.560756, -0.192407 51.561325, -0.192498 51.56165, -0.193359 51.561806, -0.193535 51.56239, -0.194168 51.562737, -0.19419 51.56298, -0.19459 51.563435, -0.19548 51.562879, -0.195975 51.563112, -0.196186 51.56292, -0.196316 51.562921, -0.196419 51.562863, -0.197162 51.562706, -0.197256 51.562837, -0.197514 51.56287, -0.197628 51.562997, -0.197758 51.56344, -0.197732 51.563494, -0.1978 51.563854, -0.197337 51.564038, -0.197325 51.56474, -0.196987 51.564822, -0.196849 51.565873, -0.197284 51.565895, -0.197536 51.565769, -0.19879 51.566239, -0.198777 51.566803, -0.19941 51.567359, -0.199734 51.567768, -0.199813 51.567797, -0.200992 51.5675, -0.20104 51.567455, -0.201884 51.567422, -0.202242 51.567516, -0.202287 51.567573, -0.202709 51.568409, -0.203123 51.568585, -0.203792 51.568272, -0.204534 51.568371, -0.204552 51.568254, -0.204389 51.566584, -0.204542 51.566201, -0.205977 51.566404, -0.206079 51.5664, -0.206149 51.566197, -0.20617 51.566168, -0.207164 51.565419, -0.208063 51.565199, -0.208313 51.565327, -0.208959 51.564804, -0.209312 51.56473, -0.209515 51.564407, -0.210197 51.563991, -0.210039 51.563409, -0.210664 51.563197, -0.211101 51.563256, -0.211562 51.56379, -0.212029 51.562924, -0.212053 51.562512, -0.212311 51.562274, -0.212557 51.562351, -0.21301 51.562305, -0.213397 51.56258, -0.213858 51.561793, -0.214012 51.561902, -0.214873 51.562588, -0.214604 51.562758, -0.213709 51.563033, -0.213694 51.564079, -0.212847 51.563721, -0.212227 51.564152, -0.211597 51.56433, -0.211591 51.56434, -0.211345 51.564547, -0.211197 51.564953, -0.209843 51.565166, -0.209789 51.565722, -0.209173 51.566253, -0.208972 51.566263, -0.20866 51.566149, -0.208554 51.566073, -0.208478 51.565983, -0.206597 51.566908, -0.206478 51.566915, -0.206435 51.568272, -0.206989 51.56864, -0.207075 51.568645, -0.208122 51.570408, -0.208478 51.570494, -0.20854 51.570539, -0.208896 51.570616, -0.208938 51.570707, -0.209634 51.571547, -0.210581 51.572045, -0.211953 51.571568, -0.212444 51.572514, -0.21227 51.573241, -0.213042 51.574424, -0.213702 51.574392, -0.214001 51.574561, -0.214718 51.574473, -0.215116 51.574808, -0.215714 51.575063, -0.215786 51.575441, -0.215423 51.575961, -0.2155 51.576538, -0.215085 51.577514, -0.215338 51.577873, -0.215769 51.578087, -0.216786 51.577383, -0.216848 51.577253, -0.217169 51.576824, -0.217275 51.576496, -0.218115 51.575885, -0.218817 51.576039, -0.2191 51.576079, -0.219331 51.576097, -0.219915 51.574875, -0.221354 51.574764, -0.22185 51.574938, -0.222317 51.573816, -0.224405 51.573381, -0.225045 51.57365, -0.225148 51.573803, -0.228109 51.572821, -0.228464 51.572616, -0.228636 51.572249, -0.228986 51.571772, -0.230918 51.573264, -0.231786 51.573696, -0.232216 51.573622, -0.232248 51.573596, -0.232601 51.571885, -0.234668 51.571933, -0.235449 51.572046, -0.235983 51.571589, -0.236367 51.571592, -0.236882 51.571946, -0.238292 51.5724, -0.238998 51.572354, -0.240134 51.571829, -0.240888 51.572181, -0.24358 51.572255, -0.244826 51.570751, -0.24488 51.570712, -0.246232 51.570229, -0.247214 51.5703, -0.248899 51.569373, -0.251008 51.569004, -0.251163 51.56888, -0.252627 51.567944, -0.252321 51.566697, -0.252625 51.565461, -0.252695 51.564977, -0.252689 51.564797, -0.252312 51.562934, -0.252901 51.562518, -0.252983 51.562246, -0.25319 51.562038, -0.25327 51.562018, -0.253421 51.56203, -0.254248 51.561379, -0.254252 51.561242, -0.253672 51.56111, -0.253685 51.560799, -0.253582 51.560661, -0.253205 51.560531, -0.253077 51.56058, -0.252846 51.560463, -0.251985 51.56043, -0.251841 51.560699, -0.251579 51.560965, -0.251505 51.560975, -0.251269 51.560828, -0.251094 51.560495, -0.250454 51.559961, -0.250057 51.56014, -0.250021 51.560116, -0.249711 51.559519, -0.249712 51.559346, -0.249032 51.559257, -0.248926 51.558703, -0.248138 51.558423, -0.247883 51.558573, -0.247857 51.558556, -0.246674 51.55815, -0.246414 51.557865, -0.246073 51.557861, -0.245668 51.558424, -0.245467 51.559043, -0.244386 51.558649, -0.243862 51.559321, -0.243817 51.559332, -0.243673 51.559259, -0.241452 51.558806, -0.241372 51.558762, -0.241066 51.558225, -0.23964 51.557769, -0.239206 51.557882, -0.238818 51.557853, -0.238201 51.557898, -0.23708 51.557552, -0.237067 51.557549, -0.236382 51.557497, -0.23543 51.557789, -0.235309 51.557765, -0.234367 51.557286, -0.233156 51.557251, -0.2329 51.557144, -0.232753 51.557054, -0.230888 51.556647, -0.230652 51.556677, -0.230478 51.555034, -0.229784 51.554525, -0.229474 51.554506, -0.229619 51.553714, -0.229423 51.553434, -0.229437 51.553359, -0.228792 51.552512, -0.228924 51.552285, -0.228834 51.551887, -0.228497 51.551648, -0.228404 51.551103, -0.227791 51.550645, -0.22803 51.550348, -0.228634 51.550159, -0.229067 51.550253, -0.229241 51.550168, -0.229475 51.550242, -0.229926 51.550859, -0.230357 51.550483, -0.230378 51.550477, -0.230665 51.550474, -0.231069 51.550619, -0.231144 51.550597, -0.231568 51.550757, -0.231722 51.550969, -0.232426 51.550779, -0.232636 51.550882, -0.233101 51.551753, -0.233532 51.551215, -0.234162 51.55099, -0.234507 51.551219, -0.234692 51.55152, -0.235722 51.551234, -0.235769 51.551274, -0.236006 51.551625, -0.237131 51.551396, -0.237563 51.552151, -0.238396 51.551736, -0.238808 51.551873, -0.239156 51.552512, -0.239259 51.552585, -0.239572 51.552421, -0.24019 51.552339), (-0.20509 51.551614, -0.205426 51.551701, -0.206058 51.550989, -0.205797 51.550482, -0.205235 51.550738, -0.20507 51.550538, -0.203718 51.550741, -0.203492 51.55093, -0.204863 51.551713, -0.20509 51.551614)), POLYGON ((-0.213727 51.544272, -0.214053 51.544741, -0.214447 51.544709, -0.214454 51.544707, -0.214908 51.544845, -0.215248 51.544597, -0.215192 51.544423, -0.214832 51.54405, -0.214642 51.543992, -0.214416 51.543657, -0.213892 51.544206, -0.21381 51.544219, -0.213727 51.544272)))",NW2,NW
