name,WKT,group
Embassy of the Republic of Liberia,"POLYGON((-0.1426150099678882 51.5212612538254, -0.14356868588107682 51.522244251940435, -0.14142119322616187 51.522944295410184, -0.13926105300642344 51.5228877275529, -0.13741435752595665 51.519983422516084, -0.1416811487685173 51.52055751465416, -0.14215001533136196 51.52086004107705, -0.1426150099678882 51.5212612538254))",Consulate
Libyan Consulate - القنصلية الليبية,"POLYGON((-0.1691568113392346 51.50266251370634, -0.16795360666586154 51.499497271451325, -0.17070125237652997 51.497635636522226, -0.1720300608400734 51.498060700215, -0.17223196148702324 51.49986525329507, -0.1691568113392346 51.50266251370634))",Consulate
Embassy of Libya,"POLYGON((-0.15616933980461561 51.50574186697222, -0.15514387326367915 51.50559690348434, -0.1522870896031328 51.50477105249835, -0.149786010532066 51.50314848223208, -0.15068394415980807 51.502423030756674, -0.15383870905333916 51.501660101165356, -0.1561537850297721 51.50198683281758, -0.15616933980461561 51.50574186697222))",Consulate
Embassy of Lithuania,"POLYGON((-0.0976087971622307 51.493435263627845, -0.06315484219755976 51.48077128373124, -0.13218064239442476 51.48610613289762, -0.13425973899780222 51.49129471162678, -0.13095254900143727 51.49324964131932, -0.0976087971622307 51.493435263627845))",Consulate
Luxembourg Embassy,"POLYGON((-0.15653630916766653 51.50160413597136, -0.1561537850297721 51.50198683281758, -0.15383870905333916 51.501660101165356, -0.15388263586563972 51.500840919078335, -0.15520972537890568 51.50043117331834, -0.15653630916766653 51.50160413597136))",Consulate
Embassy of Madagascar,"POLYGON((-0.16462032389206452 51.49981771190592, -0.1651769279556584 51.50599171769145, -0.1599269667164521 51.50105987592458, -0.16067162949329122 51.50028767665367, -0.16410240426661218 51.49950488562023, -0.16462032389206452 51.49981771190592))",Consulate
Malawi High Commission,"POLYGON((-0.11722430405724638 51.52064238387797, -0.11820644473417395 51.52103045154454, -0.10071898010682184 51.52462617804325, -0.09401349431877319 51.52294125405862, -0.10601322022246307 51.51916806160459, -0.11722430405724638 51.52064238387797))",Consulate
Malaysian High Commission,"POLYGON((-0.15375816159925992 51.49952988444859, -0.1532132895477808 51.500444888255, -0.1514037574409485 51.500850744144024, -0.15130220232446612 51.500527603759146, -0.15369521905156694 51.499398429030755, -0.15375816159925992 51.49952988444859))",Consulate
Embassy of the Maldives,"POLYGON((-0.15534557962749398 51.52034959485164, -0.15507845389981606 51.52152227524177, -0.1489716206380774 51.52310828209475, -0.14938314819980134 51.520854871586536, -0.14977243512745028 51.51965573945832, -0.15026726090254672 51.518639927298416, -0.15047411163705415 51.51843848994691, -0.1511910944951635 51.51827906958115, -0.15380054605695898 51.519019714089545, -0.15528289858386402 51.52027244758907, -0.15534557962749398 51.52034959485164))",Consulate
Malta High Commission,"POLYGON((-0.13606337843656507 51.51384027017041, -0.13304183635841646 51.512795456126305, -0.13375827436756685 51.50986388361807, -0.1349126582837204 51.50873157123068, -0.13898378168493983 51.50792623327216, -0.14317672860369451 51.50927739580105, -0.14323387301026222 51.50943415951235, -0.13606337843656507 51.51384027017041))",Consulate
Embassy of Mauritania - London,"POLYGON((-0.13280719052148793 51.49768410852305, -0.1312917755416574 51.493476151639555, -0.13746327026146624 51.495773113638066, -0.13280719052148793 51.49768410852305))",Consulate
"High Commission of Mauritius, London","POLYGON((-0.1817107880882915 51.49839419357072, -0.18083419898032219 51.496574964526246, -0.1855930159282728 51.497080155442504, -0.18548175285548668 51.49716755114535, -0.1817107880882915 51.49839419357072))",Consulate
Embassy of Mexico,"POLYGON((-0.1459928263751784 51.51222101197852, -0.14421978216643289 51.515608737353155, -0.14315385266122638 51.515668676183545, -0.13711986513221808 51.515199193369114, -0.13606337843656507 51.51384027017041, -0.14323387301026222 51.50943415951235, -0.14491738241081628 51.509995980407794, -0.1459928263751784 51.51222101197852))",Consulate
Embassy of the Republic of Moldova,"POLYGON((-0.14113383748261268 51.49907774384789, -0.14052127948703658 51.49937552732543, -0.1375742968851629 51.49931675056022, -0.1403628264030845 51.495961004739016, -0.14202204313509098 51.495605038522356, -0.1430086466801807 51.49611215505542, -0.14113383748261268 51.49907774384789))",Consulate
Embassy of the Principality of Monaco,"POLYGON((-0.15182612069380075 51.51219475452946, -0.15021466144428808 51.51008080007, -0.16007548783217926 51.50749041808526, -0.16336676371418474 51.508289461542546, -0.16195434269613598 51.512614299443676, -0.1541297713249318 51.513919514987656, -0.1530514801726286 51.51348804577636, -0.15182612069380075 51.51219475452946))",Consulate
Embassy of Mongolia,"POLYGON((-0.1873585713028175 51.50152334932987, -0.18714957561763185 51.50174820641397, -0.1866152040623073 51.50145284770447, -0.18687569227304593 51.50144594629218, -0.1873585713028175 51.50152334932987))",Consulate
Embassy of Montenegro in London,"POLYGON((-0.1854385315049518 51.50072436357823, -0.18309483105037805 51.49978330322384, -0.18457709588258253 51.49859957791996, -0.18570464541631657 51.50058340316343, -0.1854385315049518 51.50072436357823))",Consulate
Embassy of Morocco in United Kingdom,"POLYGON((-0.18058287859462901 51.4965107275606, -0.1801055967937631 51.49615203081322, -0.18038247459376316 51.49559516673237, -0.18612599065123223 51.49482739092231, -0.18646560248693447 51.496772278867745, -0.1855930159282728 51.497080155442504, -0.18083419898032219 51.496574964526246, -0.18058287859462901 51.4965107275606))",Consulate
Mozambique High Commission,"POLYGON((-0.13975642075351385 51.5238420892917, -0.13926105300642344 51.5228877275529, -0.14142119322616187 51.522944295410184, -0.13975642075351385 51.5238420892917))",Consulate
Embassy of the Republic of the Union of Myanmar,"POLYGON((-0.14323387301026222 51.50943415951235, -0.14317672860369451 51.50927739580105, -0.14320536208722098 51.509198057665, -0.14815665592787372 51.5073114319046, -0.14963995689935644 51.50774569236485, -0.14996977599489536 51.508329452073625, -0.1494155104382577 51.509824704124526, -0.14491738241081628 51.509995980407794, -0.14323387301026222 51.50943415951235))",Consulate
Namibia High Commision,"POLYGON((-0.14357014779798133 51.51922658218746, -0.14654141022289904 51.516486703440506, -0.15047411163705415 51.51843848994691, -0.15026726090254672 51.518639927298416, -0.14353500818129028 51.519490782470676, -0.14357014779798133 51.51922658218746))",Consulate
Embassy of Nepal,"POLYGON((-0.18551960255309619 51.50952249555278, -0.18050079055384935 51.50739796475047, -0.18215783978436909 51.506538738011514, -0.1936065635556609 51.5054308988304, -0.19036146833865875 51.50874264468371, -0.18551960255309619 51.50952249555278))",Consulate
Embassy of the Kingdom of the Netherlands,"POLYGON((-0.1826534713095453 51.50048837677637, -0.18416708517617708 51.502551228961934, -0.18336780949518033 51.50530933945042, -0.18215783978436909 51.506538738011514, -0.18050079055384935 51.50739796475047, -0.1790394335736394 51.507497214336894, -0.1785503678965186 51.5039838526157, -0.17847246273087208 51.50321031997529, -0.1826534713095453 51.50048837677637))",Consulate
New Zealand High Commission,"POLYGON((-0.13238547311947585 51.50848215745844, -0.13001691690813233 51.50819122359209, -0.1299661485955617 51.50771633294337, -0.1306748827146771 51.50776651952191, -0.13219490554726546 51.508139826055356, -0.13238547311947585 51.50848215745844))",Consulate
Nigeria High Commission,"POLYGON((-0.12765098875333886 51.503523197783764, -0.12667993268739536 51.50724907901329, -0.12454904662990293 51.50819576275183, -0.11497095838236675 51.50645581366879, -0.10950991734254104 51.50292394342498, -0.10291453041086562 51.49627519796131, -0.11728403306423578 51.49950131634641, -0.12765098875333886 51.503523197783764))",Consulate
Embassy of the Republic of North Macedonia in Great Britain,"POLYGON((-0.14202204313509098 51.495605038522356, -0.1403628264030845 51.495961004739016, -0.13770001940116522 51.49581736697536, -0.13746327026146624 51.495773113638066, -0.1312917755416574 51.493476151639555, -0.13095254900143727 51.49324964131932, -0.13425973899780222 51.49129471162678, -0.13923138479821554 51.490918301285745, -0.14211950939054688 51.4937132956225, -0.14202204313509098 51.495605038522356))",Consulate
Royal Norwegian Embassy,"POLYGON((-0.15314681636376923 51.497626414859226, -0.15350245976419735 51.49847440086391, -0.1535019334402009 51.49849558886031, -0.15209826392811743 51.497801733823835, -0.15314681636376923 51.497626414859226))",Consulate
Embassy of Oman,"POLYGON((-0.17684795312600135 51.498714184972606, -0.17531220252217908 51.49777562987403, -0.1764751964244023 51.49645215588655, -0.1801055967937631 51.49615203081322, -0.18058287859462901 51.4965107275606, -0.17994109301468497 51.49780825118706, -0.17717019754640476 51.49862639403347, -0.17684795312600135 51.498714184972606))",Consulate
High Commission of Pakistan,"POLYGON((-0.1599269667164521 51.50105987592458, -0.15878684759448838 51.50104413416949, -0.1582841795925374 51.500999971222015, -0.15710160977114165 51.49918095840738, -0.15744472007550478 51.49850752681382, -0.1597354533175485 51.498786085340626, -0.1602672862883303 51.4995954435884, -0.16067162949329122 51.50028767665367, -0.1599269667164521 51.50105987592458))",Consulate
Embassy of Panama,"POLYGON((-0.1495503665658461 51.50643547981317, -0.14834045390861364 51.506486421617744, -0.1469218174499371 51.506192776688096, -0.14842350798948326 51.503019082077316, -0.149786010532066 51.50314848223208, -0.1522870896031328 51.50477105249835, -0.1495503665658461 51.50643547981317))",Consulate
Papua New Guinea High Commission,"POLYGON((-0.1349126582837204 51.50873157123068, -0.13375827436756685 51.50986388361807, -0.13238547311947585 51.50848215745844, -0.13219490554726546 51.508139826055356, -0.13201762115404092 51.50668680812772, -0.13201347689162424 51.506477762141984, -0.13490081806192433 51.50780786639273, -0.1349126582837204 51.50873157123068))",Consulate
Embassy of Paraguay,"POLYGON((-0.18536058179097545 51.49365434482637, -0.18037094402251425 51.495507886187305, -0.17961772318971475 51.49049148545268, -0.18536058179097545 51.49365434482637))",Consulate
Peruvian Embassy,"POLYGON((-0.13833739301123033 51.50207798827476, -0.14052127948703658 51.49937552732543, -0.14113383748261268 51.49907774384789, -0.14153441549918752 51.50258626476852, -0.13833739301123033 51.50207798827476))",Consulate
Consulate-General of Peru,"POLYGON((-0.16357036805933753 51.49781392919653, -0.16325000946146243 51.4966865660545, -0.1633093945512069 51.49643156534603, -0.16357453070675804 51.49544737342858, -0.16735047217214838 51.494310516291584, -0.17070125237652997 51.497635636522226, -0.16795360666586154 51.499497271451325, -0.16462032389206452 51.49981771190592, -0.16410240426661218 51.49950488562023, -0.16357036805933753 51.49781392919653))",Consulate
Embassy of the Philippines,"POLYGON((-0.12864657128216625 51.51253090148927, -0.12815052674447322 51.511252652935895, -0.12832005409113287 51.51030717777394, -0.13001691690813233 51.50819122359209, -0.13238547311947585 51.50848215745844, -0.13375827436756685 51.50986388361807, -0.13304183635841646 51.512795456126305, -0.12954864048537212 51.51276308028624, -0.12864657128216625 51.51253090148927))",Consulate
Embassy of the Republic of Poland,"POLYGON((-0.14496289619802666 51.52055049447127, -0.14611736572583806 51.520891497122115, -0.1426150099678882 51.5212612538254, -0.14215001533136196 51.52086004107705, -0.14496289619802666 51.52055049447127))",Consulate
Consular Section of the Embassy of Poland,"POLYGON((-0.06315484219755976 51.48077128373124, -0.0976087971622307 51.493435263627845, -0.10291453041086562 51.49627519796131, -0.10950991734254104 51.50292394342498, -0.11234975077529638 51.515947833119604, -0.1060933160623748 51.51912910687773, -0.10601322022246307 51.51916806160459, -0.09401349431877319 51.52294125405862, 0.012540990220176709 51.521059586830745, 0.013972129200061172 51.51457484288493, 0.014038515089874876 51.514260875346174, 0.014060699999999999 51.5139445, 0.014038515089874876 51.51362812465383, 0.013972129200061172 51.51331415711507, 0.009325629200061173 51.499614857115056, 0.009215547567265269 51.499305686866265, -0.007269929658398001 51.463900250545564, -0.06315484219755976 51.48077128373124))",Consulate
Embassy of Portugal,"POLYGON((-0.15367841194947648 51.49933750516441, -0.15365561724808366 51.49917937491367, -0.15373440929636592 51.49917149647429, -0.15670464654507993 51.49930055741396, -0.1551871383836009 51.500270815981885, -0.15375816159925992 51.49952988444859, -0.15369521905156694 51.499398429030755, -0.15367841194947648 51.49933750516441))",Consulate
Consulate General of Portugal,"POLYGON((-0.14315385266122638 51.515668676183545, -0.14421978216643289 51.515608737353155, -0.1454990279416103 51.51592078417728, -0.14610648254791953 51.51623232860111, -0.14654141022289904 51.516486703440506, -0.14357014779798133 51.51922658218746, -0.14315385266122638 51.515668676183545))",Consulate
Embassy of Qatar,"POLYGON((-0.14996977599489536 51.508329452073625, -0.14963995689935644 51.50774569236485, -0.1495503665658461 51.50643547981317, -0.1522870896031328 51.50477105249835, -0.15514387326367915 51.50559690348434, -0.14996977599489536 51.508329452073625))",Consulate
Consulate General of Romania in London,"POLYGON((-0.217540905864207 51.49980013768325, -0.21390313460402358 51.460306526723556, -0.21472346040048915 51.45641810160004, -0.21489873253431757 51.456518102384294, -0.21524233910338364 51.456751580976835, -0.21555195641820482 51.45700281753604, -0.2592310564182048 51.49310351753604, -0.25950432810406326 51.4933706, -0.25973917439842364 51.493651495709884, -0.25993380797918186 51.49394406687973, -0.26008674756726524 51.494246086866276, -0.26019682920006115 51.49455525711507, -0.2602632150898749 51.494869224653826, -0.26117456221288476 51.49976047322414, -0.23984175626047632 51.51072377123024, -0.23110340353382977 51.50785645406492, -0.217540905864207 51.49980013768325))",Consulate
Embassy of Romania in London,"POLYGON((-0.1860815480615725 51.50396745070298, -0.19397895842978918 51.503223261141144, -0.19518768350006835 51.5051021253164, -0.1936065635556609 51.5054308988304, -0.18215783978436909 51.506538738011514, -0.18336780949518033 51.50530933945042, -0.18592217213446857 51.50403145482484, -0.1860815480615725 51.50396745070298))",Consulate
Embassy of the Russian Federation,"POLYGON((-0.19248657008183395 51.5097117934274, -0.18774644947168867 51.51129045061761, -0.18551960255309619 51.50952249555278, -0.19036146833865875 51.50874264468371, -0.19169064239671368 51.508828565160535, -0.19248657008183395 51.5097117934274))",Consulate
"High Commission of Rwanda, London","POLYGON((-0.16083335023226392 51.52048749024655, -0.16179491158004963 51.51954433922204, -0.16267943861988307 51.51890606816304, -0.163454272628664 51.51904756937528, -0.16543264282743328 51.52027548264666, -0.16127960731871718 51.52157329179766, -0.16071353689621257 51.521356718443364, -0.16083335023226392 51.52048749024655))",Consulate
Saint Kitts and Nevis High Commission,"POLYGON((-0.18687569227304593 51.50144594629218, -0.1866152040623073 51.50145284770447, -0.18516597657706013 51.50124183379657, -0.1854385315049518 51.50072436357823, -0.18570464541631657 51.50058340316343, -0.18769049062128887 51.500065180813756, -0.18687569227304593 51.50144594629218))",Consulate
"High Commission of Saint Lucia, London, UK","POLYGON((-0.17139305398428567 51.45857179933709, -0.17421418696045263 51.451745414612674, -0.2117886688757982 51.45551004785656, -0.2122852150329477 51.45557858925057, -0.21277027743558866 51.45567381578655, -0.2132401644659483 51.455795002733055, -0.2136913 51.455941227784265, -0.2141202506239266 51.45611137807923, -0.21452375176447253 51.45630415867148, -0.21472346040048915 51.45641810160004, -0.21390313460402358 51.460306526723556, -0.19878510513532088 51.490142621498116, -0.1884917098546487 51.49335534341607, -0.17256339234945275 51.471872484476094, -0.17139305398428567 51.45857179933709))",Consulate
High Commission For St Vincent & The Grenadines,"POLYGON((-0.19170971734045686 51.49895811479088, -0.19181617320308278 51.49898018086413, -0.1873585713028175 51.50152334932987, -0.18687569227304593 51.50144594629218, -0.18769049062128887 51.500065180813756, -0.19170971734045686 51.49895811479088))",Consulate
"Royal Embassy of Saudi Arabia, London","POLYGON((-0.14357234543397637 51.50750249405653, -0.1469218174499371 51.506192776688096, -0.14834045390861364 51.506486421617744, -0.14815665592787372 51.5073114319046, -0.14320536208722098 51.509198057665, -0.14357234543397637 51.50750249405653))",Consulate
Embassy of Senegal,"POLYGON((-0.11234975077529638 51.515947833119604, -0.11597786972542887 51.51590081945648, -0.11646535741919353 51.519114858244265, -0.1060933160623748 51.51912910687773, -0.11234975077529638 51.515947833119604))",Consulate
Embassy of Serbia,"POLYGON((-0.1535019334402009 51.49849558886031, -0.15362693540184805 51.49881135741168, -0.15145968585424954 51.49786675787432, -0.1515801750394496 51.49780781969401, -0.15209826392811743 51.497801733823835, -0.1535019334402009 51.49849558886031))",Consulate
"High Commission of the Seychelles, London","POLYGON((-0.1454900341505763 51.49702042739679, -0.1430086466801807 51.49611215505542, -0.14202204313509098 51.495605038522356, -0.14211950939054688 51.4937132956225, -0.14388684916052977 51.49295679080299, -0.15145378167025586 51.49440557540227, -0.1454900341505763 51.49702042739679))",Consulate
Sierra Leone High Commission,"POLYGON((-0.12158278668358757 51.52205492772737, -0.11820644473417395 51.52103045154454, -0.11722430405724638 51.52064238387797, -0.11646535741919353 51.519114858244265, -0.11597786972542887 51.51590081945648, -0.11714729570503343 51.5157431636157, -0.11910616503452724 51.51582257160204, -0.12158278668358757 51.52205492772737))",Consulate
Singapore High Commission,"POLYGON((-0.1551871383836009 51.500270815981885, -0.15670464654507993 51.49930055741396, -0.15710160977114165 51.49918095840738, -0.1582841795925374 51.500999971222015, -0.15653630916766653 51.50160413597136, -0.15520972537890568 51.50043117331834, -0.1551871383836009 51.500270815981885))",Consulate
Embassy of Slovakia,"POLYGON((-0.19359448317228145 51.50832436140834, -0.1929846282095804 51.50993189811594, -0.19248657008183395 51.5097117934274, -0.19169064239671368 51.508828565160535, -0.19359448317228145 51.50832436140834))",Consulate
Embassy of Slovenia,"POLYGON((-0.12891409968475684 51.49892110480697, -0.13260277925609518 51.498304959215176, -0.13425405259300477 51.49899306909704, -0.1362830171284095 51.500576267375564, -0.13649215020019337 51.50187534234397, -0.13579532221062213 51.502222685085975, -0.12891409968475684 51.49892110480697))",Consulate
Somali Embassy London UK,"POLYGON((-0.20569918032440793 51.500389910854395, -0.19873658271160569 51.49661802487702, -0.19878510513532088 51.490142621498116, -0.21390313460402358 51.460306526723556, -0.217540905864207 51.49980013768325, -0.21685530952995807 51.499860009035565, -0.20688103181248294 51.50051263184138, -0.20569918032440793 51.500389910854395))",Consulate
South African High Commission,"POLYGON((-0.12815052674447322 51.511252652935895, -0.12454904662990293 51.50819576275183, -0.12667993268739536 51.50724907901329, -0.12797023749183914 51.50799096876482, -0.12832005409113287 51.51030717777394, -0.12815052674447322 51.511252652935895))",Consulate
"Embassy of Republic of South Sudan, London","POLYGON((-0.15380054605695898 51.519019714089545, -0.1511910944951635 51.51827906958115, -0.1541297713249318 51.513919514987656, -0.16195434269613598 51.512614299443676, -0.1621420450531544 51.512870736314774, -0.16125121059561132 51.51518262716573, -0.15855695299394282 51.51771415953677, -0.15380054605695898 51.519019714089545))",Consulate
Embassy of Spain,"POLYGON((-0.15345169155465535 51.49743695914464, -0.15400094416657711 51.49779161138529, -0.15350245976419735 51.49847440086391, -0.15314681636376923 51.497626414859226, -0.15345169155465535 51.49743695914464))",Consulate
Spanish Consulate,"POLYGON((-0.15745592464322877 51.49450184438822, -0.15575559077988194 51.49376522034638, -0.15508319632941267 51.49341026786491, -0.1545337965027832 51.49303926983899, -0.15343487302931544 51.48851398470809, -0.15619050045660177 51.47645241498006, -0.17139305398428567 51.45857179933709, -0.17256339234945275 51.471872484476094, -0.1736997728062219 51.48534243500847, -0.16735047217214838 51.494310516291584, -0.16357453070675804 51.49544737342858, -0.15745592464322877 51.49450184438822))",Consulate
Sri Lanka High Commission,"POLYGON((-0.16580896628774106 51.507186525873976, -0.1676675818238443 51.506955032702955, -0.17342822805315158 51.50728382111461, -0.17810232975390147 51.50781370417898, -0.17709558917007598 51.5183631223525, -0.16689793319359789 51.51512619014006, -0.1621420450531544 51.512870736314774, -0.16195434269613598 51.512614299443676, -0.16336676371418474 51.508289461542546, -0.16580896628774106 51.507186525873976))",Consulate
Embassy of Sudan,"POLYGON((-0.13607644555430382 51.50574626038064, -0.13364429772416006 51.50363209549353, -0.13579532221062213 51.502222685085975, -0.13649215020019337 51.50187534234397, -0.13833739301123033 51.50207798827476, -0.14153441549918752 51.50258626476852, -0.142612718068237 51.50284593637986, -0.1423111770012943 51.50470870507929, -0.1374163422628257 51.50613258996986, -0.13607644555430382 51.50574626038064))",Consulate
Embassy of Sweden,"POLYGON((-0.15924301806944308 51.51933128955741, -0.1585815750554378 51.51775432153578, -0.16179491158004963 51.51954433922204, -0.16083335023226392 51.52048749024655, -0.15924301806944308 51.51933128955741))",Consulate
Embassy of Switzerland,"POLYGON((-0.16179491158004963 51.51954433922204, -0.1585815750554378 51.51775432153578, -0.15855695299394282 51.51771415953677, -0.16125121059561132 51.51518262716573, -0.16267943861988307 51.51890606816304, -0.16179491158004963 51.51954433922204))",Consulate
Embassy of Tajikistan,"POLYGON((-0.2102564124720045 51.50955553516068, -0.23110340353382977 51.50785645406492, -0.23984175626047632 51.51072377123024, -0.23281070126830503 51.52735429020043, -0.20682860007604448 51.53053302899283, -0.20441131558094536 51.52170101226863, -0.2073290803595173 51.510186292333316, -0.2091879855704784 51.509732353418855, -0.2102564124720045 51.50955553516068))",Consulate
Tanzania High Commission London,"POLYGON((-0.15192990928040234 51.51355436468097, -0.14610648254791953 51.51623232860111, -0.1454990279416103 51.51592078417728, -0.14901127814141651 51.51360977140916, -0.15192990928040234 51.51355436468097))",Consulate
"Embassy of Thailand, London","POLYGON((-0.17717019754640476 51.49862639403347, -0.17994109301468497 51.49780825118706, -0.1810716888250701 51.49845221944424, -0.17717019754640476 51.49862639403347))",Consulate
THE EMBASSY OF TIMOR LESTE,"POLYGON((-0.13280719052148793 51.49768410852305, -0.13746327026146624 51.495773113638066, -0.13770001940116522 51.49581736697536, -0.13425405259300477 51.49899306909704, -0.13260277925609518 51.498304959215176, -0.13280719052148793 51.49768410852305))",Consulate
Togo Embassy in London,"POLYGON((-0.12586752126865633 51.54883046680447, -0.14620823008484599 51.54633810396163, -0.1463288143114809 51.54634385241568, -0.15021309906241037 51.54663732429648, -0.17406504063497394 51.55236082909598, -0.1795711988155409 51.56078991752489, -0.1363824150329477 51.56890391074943, -0.0975532150329477 51.57439231074942, -0.0970566688757982 51.574460852143424, -0.09655241798021885 51.57450218675406, -0.0960443 51.57451599999999, -0.09553618201978115 51.57450218675406, -0.0950319311242018 51.574460852143424, -0.0945353849670523 51.57439231074942, -0.09405032256441134 51.57429708421344, -0.06216129992672885 51.566570431699674, -0.12586752126865633 51.54883046680447))",Consulate
"High Commission of Tonga, London","POLYGON((-0.16125121059561132 51.51518262716573, -0.1621420450531544 51.512870736314774, -0.16689793319359789 51.51512619014006, -0.16521493322479414 51.51838632669513, -0.1650871872122803 51.51843576024651, -0.163454272628664 51.51904756937528, -0.16267943861988307 51.51890606816304, -0.16125121059561132 51.51518262716573))",Consulate
High Commission for Trinidad and Tobago,"POLYGON((-0.1511425961720229 51.500218352827304, -0.15028552353494234 51.49895940830729, -0.15363845103959428 51.49916518767641, -0.15365561724808366 51.49917937491367, -0.15367841194947648 51.49933750516441, -0.1511425961720229 51.500218352827304))",Consulate
Embassy of Tunisia,"POLYGON((-0.1790394335736394 51.507497214336894, -0.17810232975390147 51.50781370417898, -0.17342822805315158 51.50728382111461, -0.1732893913277258 51.50094336361915, -0.1785503678965186 51.5039838526157, -0.1790394335736394 51.507497214336894))",Consulate
Embassy of Turkey,"POLYGON((-0.15130220232446612 51.500527603759146, -0.1511425961720229 51.500218352827304, -0.15367841194947648 51.49933750516441, -0.15369521905156694 51.499398429030755, -0.15130220232446612 51.500527603759146))",Consulate
Consulate General of Türkiye,"POLYGON((-0.16871585421806115 51.50401009242371, -0.1676675818238443 51.506955032702955, -0.16580896628774106 51.507186525873976, -0.1651769279556584 51.50599171769145, -0.16462032389206452 51.49981771190592, -0.16795360666586154 51.499497271451325, -0.1691568113392346 51.50266251370634, -0.16871585421806115 51.50401009242371))",Consulate
Embassy of Turkmenistan,"POLYGON((-0.21685530952995807 51.499860009035565, -0.217540905864207 51.49980013768325, -0.23110340353382977 51.50785645406492, -0.2102564124720045 51.50955553516068, -0.2089087475789181 51.5060340073927, -0.21685530952995807 51.499860009035565))",Consulate
Uganda High Commission,"POLYGON((-0.12797023749183914 51.50799096876482, -0.12667993268739536 51.50724907901329, -0.12765098875333886 51.503523197783764, -0.13059054305681736 51.50407206434825, -0.12957704799138706 51.507302928254774, -0.12797023749183914 51.50799096876482))",Consulate
Embassy of Ukraine,"POLYGON((-0.2089087475789181 51.5060340073927, -0.2102564124720045 51.50955553516068, -0.2091879855704784 51.509732353418855, -0.2068094698628465 51.50478482154785, -0.2089087475789181 51.5060340073927))",Consulate
Consulate of Ukraine,"POLYGON((-0.2073290803595173 51.510186292333316, -0.20441131558094536 51.52170101226863, -0.19663096495230736 51.51222772948651, -0.19976118602803214 51.50863396468972, -0.20702330130627353 51.51009345819779, -0.2073290803595173 51.510186292333316))",Consulate
Embassy of the United Arab Emirates,"POLYGON((-0.1551871383836009 51.500270815981885, -0.15520972537890568 51.50043117331834, -0.15388263586563972 51.500840919078335, -0.1532132895477808 51.500444888255, -0.15375816159925992 51.49952988444859, -0.1551871383836009 51.500270815981885))",Consulate
"U.S. Embassy, London","POLYGON((-0.17139305398428567 51.45857179933709, -0.15619050045660177 51.47645241498006, -0.14385534436473085 51.48338699349937, -0.13218064239442476 51.48610613289762, -0.06315484219755976 51.48077128373124, -0.007269929658398001 51.463900250545564, -0.007270052432734732 51.463899986866274, -0.007422992020818154 51.463597966879725, -0.007617625601576331 51.46330539570988, -0.007852471895936724 51.463024499999996, -0.00812574358179518 51.46275741753604, -0.00843536089661636 51.46250618097683, -0.008778967465682429 51.46227270238429, -0.009153948235527476 51.462058758671475, -0.009557449376073402 51.461865978079224, -0.0099864 51.46169582778426, -0.01043753553405172 51.46154960273305, -0.010907422564411351 51.46142841578654, -0.011392484967052308 51.46133318925057, -0.0118890311242018 51.46126464785656, -0.1013338311242018 51.449643247856564, -0.10183808201978116 51.44960191324593, -0.1023462 51.4495881, -0.1478127 51.4491465, -0.14832081798021884 51.449160313245926, -0.1488250688757982 51.44920164785656, -0.17421418696045263 51.451745414612674, -0.17139305398428567 51.45857179933709))",Consulate
Embassy of Uruguay - London. NO es sitio oficial,"POLYGON((-0.16357036805933753 51.49781392919653, -0.16325000946146243 51.4966865660545, -0.1633093945512069 51.49643156534603, -0.16357453070675804 51.49544737342858, -0.16735047217214838 51.494310516291584, -0.17070125237652997 51.497635636522226, -0.16795360666586154 51.499497271451325, -0.16462032389206452 51.49981771190592, -0.16410240426661218 51.49950488562023, -0.16357036805933753 51.49781392919653))",Consulate
Embassy of Uzbekistan,"POLYGON((-0.20702330130627353 51.51009345819779, -0.19976118602803214 51.50863396468972, -0.1990395427091914 51.507492316398185, -0.2058355541455994 51.505767652852604, -0.20702330130627353 51.51009345819779))",Consulate
Embassy of Venezuela,"POLYGON((-0.17070125237652997 51.497635636522226, -0.16735047217214838 51.494310516291584, -0.1736997728062219 51.48534243500847, -0.1737794283026437 51.485439884082524, -0.1764751964244023 51.49645215588655, -0.17531220252217908 51.49777562987403, -0.1720300608400734 51.498060700215, -0.17070125237652997 51.497635636522226))",Consulate
Consulate of Venezuela,"POLYGON((-0.13741435752595665 51.519983422516084, -0.13926105300642344 51.5228877275529, -0.13975642075351385 51.5238420892917, -0.1463288143114809 51.54634385241568, -0.14620823008484599 51.54633810396163, -0.1277269424314176 51.52487174558913, -0.13611756360324193 51.519552858844, -0.13741435752595665 51.519983422516084))",Consulate
Embassy of Vietnam,"POLYGON((-0.18570464541631657 51.50058340316343, -0.18457709588258253 51.49859957791996, -0.18548175285548668 51.49716755114535, -0.1855930159282728 51.497080155442504, -0.18646560248693447 51.496772278867745, -0.19170971734045686 51.49895811479088, -0.18769049062128887 51.500065180813756, -0.18570464541631657 51.50058340316343))",Consulate
"Embassy of the Republic of Yemen, London","POLYGON((-0.17961772318971475 51.49049148545268, -0.18037094402251425 51.495507886187305, -0.18038247459376316 51.49559516673237, -0.1801055967937631 51.49615203081322, -0.1764751964244023 51.49645215588655, -0.1737794283026437 51.485439884082524, -0.17961772318971475 51.49049148545268))",Consulate
